provincia ;canton;area;asiste_a_educacion;numero_total_personas;ninguno;guarderia;educación_inicial;alfabetizacion;educacion_general_basica;bachillerato;postbachillerato;educacion_tecnica;educacion_superior;maestria;doctorado
Cañar;Déleg;Total Déleg;Total Déleg;6.046;624;130;136;45;3.050;1.482;22;79;433;42;3
Cañar;Déleg;Total Déleg;Asiste;1.849;;107;129;6;1.060;354;4;22;167;;
Cañar;Déleg;Total Déleg;No asiste;4.197;624;23;7;39;1.990;1.128;18;57;266;42;3
Cañar;Déleg;Urbana;Total Urbana;645;37;14;12;;253;182;4;11;116;16;
Cañar;Déleg;Urbana;Asiste;194;;12;10;;97;34;2;1;38;;
Cañar;Déleg;Urbana;No asiste;451;37;2;2;;156;148;2;10;78;16;
Cañar;Déleg;Rural;Total Rural;5.401;587;116;124;45;2.797;1.300;18;68;317;26;3
Cañar;Déleg;Rural;Asiste;1.655;;95;119;6;963;320;2;21;129;;
Cañar;Déleg;Rural;No asiste;3.746;587;21;5;39;1.834;980;16;47;188;26;3
Cañar;Suscal;Total Suscal;Total Suscal;4.627;1.070;142;107;44;1.981;948;8;33;280;14;
Cañar;Suscal;Total Suscal;Asiste;1.374;;117;93;;809;226;2;6;120;1;
Cañar;Suscal;Total Suscal;No asiste;3.253;1.070;25;14;44;1.172;722;6;27;160;13;
Cañar;Suscal;Urbana;Total Urbana;1.012;133;17;26;13;372;274;1;12;154;10;
Cañar;Suscal;Urbana;Asiste;298;;16;21;;151;59;;2;49;;
Cañar;Suscal;Urbana;No asiste;714;133;1;5;13;221;215;1;10;105;10;
Cañar;Suscal;Rural;Total Rural;3.615;937;125;81;31;1.609;674;7;21;126;4;
Cañar;Suscal;Rural;Asiste;1.076;;101;72;;658;167;2;4;71;1;
Cañar;Suscal;Rural;No asiste;2.539;937;24;9;31;951;507;5;17;55;3;
Carchi;Total Carchi;Total Carchi;Total Carchi;172.828;10.958;1.687;3.230;298;80.624;44.895;587;4.225;23.919;2.284;121
Carchi;Total Carchi;Urbana;Total Urbana;87.957;4.083;764;1.693;104;34.153;24.367;342;2.846;17.543;1.955;107
Carchi;Total Carchi;Urbana;Asiste;27.252;;635;1.560;11;13.691;4.767;133;721;5.678;52;4
Carchi;Total Carchi;Urbana;No asiste;60.705;4.083;129;133;93;20.462;19.600;209;2.125;11.865;1.903;103
Carchi;Total Carchi;Rural;Total Rural;84.871;6.875;923;1.537;194;46.471;20.528;245;1.379;6.376;329;14
Carchi;Total Carchi;Rural;Asiste;24.163;;718;1.336;1;14.123;4.568;136;433;2.834;11;3
Carchi;Total Carchi;Rural;No asiste;60.708;6.875;205;201;193;32.348;15.960;109;946;3.542;318;11
Carchi;Tulcán;Total Tulcán;Total Tulcán;92.375;6.328;729;1.649;116;40.663;23.922;312;2.467;14.522;1.578;89
Carchi;Tulcán;Total Tulcán;Asiste;28.059;;593;1.471;6;15.161;4.906;137;664;5.066;49;6
Carchi;Tulcán;Total Tulcán;No asiste;64.316;6.328;136;178;110;25.502;19.016;175;1.803;9.456;1.529;83
Carchi;Tulcán;Urbana;Total Urbana;56.719;2.587;436;1.005;51;21.372;15.828;214;1.915;11.802;1.428;81
Carchi;Tulcán;Urbana;Asiste;17.680;;364;933;5;8.772;3.114;91;493;3.862;42;4
Carchi;Tulcán;Urbana;No asiste;39.039;2.587;72;72;46;12.600;12.714;123;1.422;7.940;1.386;77
Carchi;Tulcán;Rural;Total Rural;35.656;3.741;293;644;65;19.291;8.094;98;552;2.720;150;8
Carchi;Tulcán;Rural;Asiste;10.379;;229;538;1;6.389;1.792;46;171;1.204;7;2
Carchi;Tulcán;Rural;No asiste;25.277;3.741;64;106;64;12.902;6.302;52;381;1.516;143;6
Carchi;Bolívar;Total Bolívar;Total Bolívar;15.677;924;171;319;29;8.486;4.181;38;321;1.136;69;3
Carchi;Bolívar;Total Bolívar;Asiste;4.422;;108;294;;2.497;934;16;98;472;3;
Carchi;Bolívar;Total Bolívar;No asiste;11.255;924;63;25;29;5.989;3.247;22;223;664;66;3
Carchi;Bolívar;Urbana;Total Urbana;3.377;115;28;76;3;1.656;952;15;91;408;32;1
Carchi;Bolívar;Urbana;Asiste;974;;21;69;;515;197;5;25;141;1;
Carchi;Bolívar;Urbana;No asiste;2.403;115;7;7;3;1.141;755;10;66;267;31;1
Carchi;Bolívar;Rural;Total Rural;12.300;809;143;243;26;6.830;3.229;23;230;728;37;2
Carchi;Bolívar;Rural;Asiste;3.448;;87;225;;1.982;737;11;73;331;2;
Carchi;Bolívar;Rural;No asiste;8.852;809;56;18;26;4.848;2.492;12;157;397;35;2
Carchi;Espejo;Total Espejo;Total Espejo;14.522;798;204;316;28;6.630;4.185;46;329;1.866;118;2
Carchi;Espejo;Total Espejo;Asiste;4.334;;182;289;;2.249;812;11;98;692;1;
Carchi;Espejo;Total Espejo;No asiste;10.188;798;22;27;28;4.381;3.373;35;231;1.174;117;2
Carchi;Espejo;Urbana;Total Urbana;5.181;240;63;126;5;1.919;1.554;36;160;990;86;2
Carchi;Espejo;Urbana;Asiste;1.644;;59;122;;822;288;6;37;309;1;
Carchi;Espejo;Urbana;No asiste;3.537;240;4;4;5;1.097;1.266;30;123;681;85;2
Carchi;Espejo;Rural;Total Rural;9.341;558;141;190;23;4.711;2.631;10;169;876;32;
Carchi;Espejo;Rural;Asiste;2.690;;123;167;;1.427;524;5;61;383;;
Carchi;Espejo;Rural;No asiste;6.651;558;18;23;23;3.284;2.107;5;108;493;32;
Carchi;Mira;Total Mira;Total Mira;12.727;909;131;226;49;6.338;3.212;46;298;1.364;144;10
Carchi;Mira;Total Mira;Asiste;3.428;;104;203;;1.823;721;14;85;475;2;1
Carchi;Mira;Total Mira;No asiste;9.299;909;27;23;49;4.515;2.491;32;213;889;142;9
Carchi;Mira;Urbana;Total Urbana;3.691;113;31;70;3;1.319;1.021;16;125;882;104;7
Carchi;Mira;Urbana;Asiste;1.110;;31;66;;500;204;5;40;263;1;
Carchi;Mira;Urbana;No asiste;2.581;113;;4;3;819;817;11;85;619;103;7
Carchi;Mira;Rural;Total Rural;9.036;796;100;156;46;5.019;2.191;30;173;482;40;3
Carchi;Mira;Rural;Asiste;2.318;;73;137;;1.323;517;9;45;212;1;1
Carchi;Mira;Rural;No asiste;6.718;796;27;19;46;3.696;1.674;21;128;270;39;2
Carchi;Montúfar;Total Montúfar;Total Montúfar;29.590;1.562;389;540;53;14.441;7.403;119;673;4.087;307;16
Carchi;Montúfar;Total Montúfar;Asiste;8.774;;307;479;3;4.773;1.554;74;166;1.411;7;
Carchi;Montúfar;Total Montúfar;No asiste;20.816;1.562;82;61;50;9.668;5.849;45;507;2.676;300;16
Carchi;Montúfar;Urbana;Total Urbana;14.497;777;180;297;30;5.794;3.825;48;465;2.812;254;15
Carchi;Montúfar;Urbana;Asiste;4.452;;137;263;3;2.330;745;18;100;850;6;
Carchi;Montúfar;Urbana;No asiste;10.045;777;43;34;27;3.464;3.080;30;365;1.962;248;15
Carchi;Montúfar;Rural;Total Rural;15.093;785;209;243;23;8.647;3.578;71;208;1.275;53;1
Carchi;Montúfar;Rural;Asiste;4.322;;170;216;;2.443;809;56;66;561;1;
Carchi;Montúfar;Rural;No asiste;10.771;785;39;27;23;6.204;2.769;15;142;714;52;1
Carchi;San Pedro de Huaca;Total San Pedro de Huaca;Total San Pedro de Huaca;7.937;437;63;180;23;4.066;1.992;26;137;944;68;1
Carchi;San Pedro de Huaca;Total San Pedro de Huaca;Asiste;2.398;;59;160;3;1.311;408;17;43;396;1;
Carchi;San Pedro de Huaca;Total San Pedro de Huaca;No asiste;5.539;437;4;20;20;2.755;1.584;9;94;548;67;1
Carchi;San Pedro de Huaca;Urbana;Total Urbana;4.492;251;26;119;12;2.093;1.187;13;90;649;51;1
Carchi;San Pedro de Huaca;Urbana;Asiste;1.392;;23;107;3;752;219;8;26;253;1;
Carchi;San Pedro de Huaca;Urbana;No asiste;3.100;251;3;12;9;1.341;968;5;64;396;50;1
Carchi;San Pedro de Huaca;Rural;Total Rural;3.445;186;37;61;11;1.973;805;13;47;295;17;
Carchi;San Pedro de Huaca;Rural;Asiste;1.006;;36;53;;559;189;9;17;143;;
Carchi;San Pedro de Huaca;Rural;No asiste;2.439;186;1;8;11;1.414;616;4;30;152;17;
Cotopaxi;Total Cotopaxi;Total Cotopaxi;Total Cotopaxi;470.210;48.132;5.762;7.696;3.825;197.040;121.131;1.872;11.891;65.207;7.222;432
Cotopaxi;Total Cotopaxi;Urbana;Total Urbana;156.481;11.043;1.342;2.721;318;52.517;41.203;963;5.025;35.865;5.162;322
Cotopaxi;Total Cotopaxi;Urbana;Asiste;52.018;;1.066;2.460;16;26.400;8.906;234;1.010;11.779;137;10
Cotopaxi;Total Cotopaxi;Urbana;No asiste;104.463;11.043;276;261;302;26.117;32.297;729;4.015;24.086;5.025;312
Cotopaxi;Total Cotopaxi;Rural;Total Rural;313.729;37.089;4.420;4.975;3.507;144.523;79.928;909;6.866;29.342;2.060;110
Cotopaxi;Total Cotopaxi;Rural;Asiste;102.576;;3.542;4.369;153;57.943;20.628;384;2.098;13.374;79;6
Cotopaxi;Total Cotopaxi;Rural;No asiste;211.153;37.089;878;606;3.354;86.580;59.300;525;4.768;15.968;1.981;104
Cotopaxi;Latacunga;Total Latacunga;Total Latacunga;217.261;17.971;2.273;3.881;1.317;86.064;56.719;1.036;6.866;36.184;4.645;305
Cotopaxi;Latacunga;Total Latacunga;Asiste;72.700;;1.861;3.532;111;38.265;13.170;281;1.682;13.657;128;13
Cotopaxi;Latacunga;Total Latacunga;No asiste;144.561;17.971;412;349;1.206;47.799;43.549;755;5.184;22.527;4.517;292
Cotopaxi;Latacunga;Urbana;Total Urbana;77.267;4.748;447;1.347;124;23.232;19.538;561;2.871;20.691;3.473;235
Cotopaxi;Latacunga;Urbana;Asiste;25.272;;382;1.238;1;12.038;4.173;135;513;6.693;90;9
Cotopaxi;Latacunga;Urbana;No asiste;51.995;4.748;65;109;123;11.194;15.365;426;2.358;13.998;3.383;226
Cotopaxi;Latacunga;Rural;Total Rural;139.994;13.223;1.826;2.534;1.193;62.832;37.181;475;3.995;15.493;1.172;70
Cotopaxi;Latacunga;Rural;Asiste;47.428;;1.479;2.294;110;26.227;8.997;146;1.169;6.964;38;4
Cotopaxi;Latacunga;Rural;No asiste;92.566;13.223;347;240;1.083;36.605;28.184;329;2.826;8.529;1.134;66
Cotopaxi;La Maná;Total La Maná;Total La Maná;53.793;5.364;855;840;224;23.990;14.806;99;859;6.240;496;20
Cotopaxi;La Maná;Total La Maná;Asiste;18.132;;648;717;13;10.478;3.432;41;299;2.482;21;1
Cotopaxi;La Maná;Total La Maná;No asiste;35.661;5.364;207;123;211;13.512;11.374;58;560;3.758;475;19
Cotopaxi;La Maná;Urbana;Total Urbana;31.740;2.933;484;534;67;13.260;9.073;63;580;4.342;390;14
Cotopaxi;La Maná;Urbana;Asiste;10.908;;358;467;10;6.252;1.981;22;187;1.620;11;
Cotopaxi;La Maná;Urbana;No asiste;20.832;2.933;126;67;57;7.008;7.092;41;393;2.722;379;14
Cotopaxi;La Maná;Rural;Total Rural;22.053;2.431;371;306;157;10.730;5.733;36;279;1.898;106;6
Cotopaxi;La Maná;Rural;Asiste;7.224;;290;250;3;4.226;1.451;19;112;862;10;1
Cotopaxi;La Maná;Rural;No asiste;14.829;2.431;81;56;154;6.504;4.282;17;167;1.036;96;5
Cotopaxi;Pangua;Total Pangua;Total Pangua;21.867;2.703;331;259;143;10.596;6.014;47;167;1.496;109;2
Cotopaxi;Pangua;Total Pangua;Asiste;6.347;;267;217;4;3.689;1.521;17;55;575;2;
Cotopaxi;Pangua;Total Pangua;No asiste;15.520;2.703;64;42;139;6.907;4.493;30;112;921;107;2
Cotopaxi;Pangua;Urbana;Total Urbana;1.872;163;26;25;4;645;553;12;28;368;48;
Cotopaxi;Pangua;Urbana;Asiste;554;;14;24;;286;125;;2;103;;
Cotopaxi;Pangua;Urbana;No asiste;1.318;163;12;1;4;359;428;12;26;265;48;
Cotopaxi;Pangua;Rural;Total Rural;19.995;2.540;305;234;139;9.951;5.461;35;139;1.128;61;2
Cotopaxi;Pangua;Rural;Asiste;5.793;;253;193;4;3.403;1.396;17;53;472;2;
Cotopaxi;Pangua;Rural;No asiste;14.202;2.540;52;41;135;6.548;4.065;18;86;656;59;2
Cotopaxi;Pujilí;Total Pujilí;Total Pujilí;66.980;10.384;748;991;858;26.790;16.719;323;1.364;7.982;783;38
Cotopaxi;Pujilí;Total Pujilí;Asiste;22.142;;568;837;29;12.433;4.648;100;356;3.143;28;
Cotopaxi;Pujilí;Total Pujilí;No asiste;44.838;10.384;180;154;829;14.357;12.071;223;1.008;4.839;755;38
Cotopaxi;Pujilí;Urbana;Total Urbana;16.152;1.104;148;324;53;5.058;4.145;202;538;4.030;517;33
Cotopaxi;Pujilí;Urbana;Asiste;5.551;;114;276;1;2.780;983;32;93;1.255;17;
Cotopaxi;Pujilí;Urbana;No asiste;10.601;1.104;34;48;52;2.278;3.162;170;445;2.775;500;33
Cotopaxi;Pujilí;Rural;Total Rural;50.828;9.280;600;667;805;21.732;12.574;121;826;3.952;266;5
Cotopaxi;Pujilí;Rural;Asiste;16.591;;454;561;28;9.653;3.665;68;263;1.888;11;
Cotopaxi;Pujilí;Rural;No asiste;34.237;9.280;146;106;777;12.079;8.909;53;563;2.064;255;5
Cotopaxi;Salcedo;Total Salcedo;Total Salcedo;67.493;5.566;977;1.180;609;30.762;16.127;282;1.858;9.198;882;52
Cotopaxi;Salcedo;Total Salcedo;Asiste;20.996;;793;1.066;7;11.220;3.797;136;481;3.471;24;1
Cotopaxi;Salcedo;Total Salcedo;No asiste;46.497;5.566;184;114;602;19.542;12.330;146;1.377;5.727;858;51
Cotopaxi;Salcedo;Urbana;Total Urbana;16.751;991;117;295;20;5.573;4.382;78;610;4.139;518;28
Cotopaxi;Salcedo;Urbana;Asiste;5.351;;94;274;3;2.703;849;24;117;1.274;12;1
Cotopaxi;Salcedo;Urbana;No asiste;11.400;991;23;21;17;2.870;3.533;54;493;2.865;506;27
Cotopaxi;Salcedo;Rural;Total Rural;50.742;4.575;860;885;589;25.189;11.745;204;1.248;5.059;364;24
Cotopaxi;Salcedo;Rural;Asiste;15.645;;699;792;4;8.517;2.948;112;364;2.197;12;
Cotopaxi;Salcedo;Rural;No asiste;35.097;4.575;161;93;585;16.672;8.797;92;884;2.862;352;24
Cotopaxi;Saquisilí;Total Saquisilí;Total Saquisilí;24.356;2.792;367;343;437;10.169;6.440;44;548;2.981;225;10
Cotopaxi;Saquisilí;Total Saquisilí;Asiste;8.036;;318;313;2;4.441;1.566;15;140;1.232;9;
Cotopaxi;Saquisilí;Total Saquisilí;No asiste;16.320;2.792;49;30;435;5.728;4.874;29;408;1.749;216;10
Cotopaxi;Saquisilí;Urbana;Total Urbana;9.883;805;92;154;35;3.574;2.813;27;301;1.898;175;9
Cotopaxi;Saquisilí;Urbana;Asiste;3.350;;79;141;1;1.766;609;5;67;675;7;
Cotopaxi;Saquisilí;Urbana;No asiste;6.533;805;13;13;34;1.808;2.204;22;234;1.223;168;9
Cotopaxi;Saquisilí;Rural;Total Rural;14.473;1.987;275;189;402;6.595;3.627;17;247;1.083;50;1
Cotopaxi;Saquisilí;Rural;Asiste;4.686;;239;172;1;2.675;957;10;73;557;2;
Cotopaxi;Saquisilí;Rural;No asiste;9.787;1.987;36;17;401;3.920;2.670;7;174;526;48;1
Cotopaxi;Sigchos;Total Sigchos;Total Sigchos;18.460;3.352;211;202;237;8.669;4.306;41;229;1.126;82;5
Cotopaxi;Sigchos;Total Sigchos;Asiste;6.241;;153;147;3;3.817;1.400;28;95;593;4;1
Cotopaxi;Sigchos;Total Sigchos;No asiste;12.219;3.352;58;55;234;4.852;2.906;13;134;533;78;4
Cotopaxi;Sigchos;Urbana;Total Urbana;2.816;299;28;42;15;1.175;699;20;97;397;41;3
Cotopaxi;Sigchos;Urbana;Asiste;1.032;;25;40;;575;186;16;31;159;;
Cotopaxi;Sigchos;Urbana;No asiste;1.784;299;3;2;15;600;513;4;66;238;41;3
Cotopaxi;Sigchos;Rural;Total Rural;15.644;3.053;183;160;222;7.494;3.607;21;132;729;41;2
Cotopaxi;Sigchos;Rural;Asiste;5.209;;128;107;3;3.242;1.214;12;64;434;4;1
Cotopaxi;Sigchos;Rural;No asiste;10.435;3.053;55;53;219;4.252;2.393;9;68;295;37;1
Chimborazo;Total Chimborazo;Total Chimborazo;Total Chimborazo;471.933;44.571;6.583;10.229;5.794;180.944;112.273;1.916;15.973;80.042;12.439;1.169
Chimborazo;Total Chimborazo;Urbana;Total Urbana;224.667;11.365;2.042;4.685;287;67.329;55.551;1.227;9.754;60.741;10.672;1.014
Chimborazo;Total Chimborazo;Urbana;Asiste;79.073;;1.752;4.410;24;35.164;12.506;304;2.336;22.338;221;18
Chimborazo;Total Chimborazo;Urbana;No asiste;145.594;11.365;290;275;263;32.165;43.045;923;7.418;38.403;10.451;996
Chimborazo;Total Chimborazo;Rural;Total Rural;247.266;33.206;4.541;5.544;5.507;113.615;56.722;689;6.219;19.301;1.767;155
Chimborazo;Total Chimborazo;Rural;Asiste;80.572;;3.774;4.736;87;44.672;15.793;304;2.138;9.008;56;4
Chimborazo;Total Chimborazo;Rural;No asiste;166.694;33.206;767;808;5.420;68.943;40.929;385;4.081;10.293;1.711;151
Chimborazo;Riobamba;Total Riobamba;Total Riobamba;260.882;17.774;2.719;5.386;1.679;84.844;61.696;1.318;11.091;62.619;10.734;1.022
Chimborazo;Riobamba;Total Riobamba;Asiste;90.748;;2.348;4.977;29;41.086;14.771;386;2.934;23.972;226;19
Chimborazo;Riobamba;Total Riobamba;No asiste;170.134;17.774;371;409;1.650;43.758;46.925;932;8.157;38.647;10.508;1.003
Chimborazo;Riobamba;Urbana;Total Urbana;177.213;7.880;1.357;3.537;174;48.898;42.183;1.012;8.098;53.260;9.860;954
Chimborazo;Riobamba;Urbana;Asiste;62.905;;1.181;3.356;13;26.781;9.483;240;1.903;19.729;202;17
Chimborazo;Riobamba;Urbana;No asiste;114.308;7.880;176;181;161;22.117;32.700;772;6.195;33.531;9.658;937
Chimborazo;Riobamba;Rural;Total Rural;83.669;9.894;1.362;1.849;1.505;35.946;19.513;306;2.993;9.359;874;68
Chimborazo;Riobamba;Rural;Asiste;27.843;;1.167;1.621;16;14.305;5.288;146;1.031;4.243;24;2
Chimborazo;Riobamba;Rural;No asiste;55.826;9.894;195;228;1.489;21.641;14.225;160;1.962;5.116;850;66
Chimborazo;Alausí;Total Alausí;Total Alausí;37.275;6.382;675;909;657;17.429;8.429;64;622;1.918;183;7
Chimborazo;Alausí;Total Alausí;Asiste;12.400;;540;789;9;7.684;2.388;40;209;733;8;
Chimborazo;Alausí;Total Alausí;No asiste;24.875;6.382;135;120;648;9.745;6.041;24;413;1.185;175;7
Chimborazo;Alausí;Urbana;Total Urbana;6.071;518;86;136;14;2.118;1.734;28;308;997;129;3
Chimborazo;Alausí;Urbana;Asiste;2.063;;69;130;2;1.085;423;15;86;249;4;
Chimborazo;Alausí;Urbana;No asiste;4.008;518;17;6;12;1.033;1.311;13;222;748;125;3
Chimborazo;Alausí;Rural;Total Rural;31.204;5.864;589;773;643;15.311;6.695;36;314;921;54;4
Chimborazo;Alausí;Rural;Asiste;10.337;;471;659;7;6.599;1.965;25;123;484;4;
Chimborazo;Alausí;Rural;No asiste;20.867;5.864;118;114;636;8.712;4.730;11;191;437;50;4
Chimborazo;Colta;Total Colta;Total Colta;30.468;5.899;381;629;1.154;12.722;6.433;56;670;2.377;136;11
Chimborazo;Colta;Total Colta;Asiste;8.258;;322;487;13;4.505;1.715;29;188;990;8;1
Chimborazo;Colta;Total Colta;No asiste;22.210;5.899;59;142;1.141;8.217;4.718;27;482;1.387;128;10
Chimborazo;Colta;Urbana;Total Urbana;2.785;186;26;69;14;1.064;645;14;115;591;58;3
Chimborazo;Colta;Urbana;Asiste;938;;24;65;;496;145;3;22;180;3;
Chimborazo;Colta;Urbana;No asiste;1.847;186;2;4;14;568;500;11;93;411;55;3
Chimborazo;Colta;Rural;Total Rural;27.683;5.713;355;560;1.140;11.658;5.788;42;555;1.786;78;8
Chimborazo;Colta;Rural;Asiste;7.320;;298;422;13;4.009;1.570;26;166;810;5;1
Chimborazo;Colta;Rural;No asiste;20.363;5.713;57;138;1.127;7.649;4.218;16;389;976;73;7
Chimborazo;Chambo;Total Chambo;Total Chambo;13.431;1.010;228;353;88;5.741;3.219;105;719;1.729;219;20
Chimborazo;Chambo;Total Chambo;Asiste;4.628;;199;324;3;2.313;763;23;264;732;6;1
Chimborazo;Chambo;Total Chambo;No asiste;8.803;1.010;29;29;85;3.428;2.456;82;455;997;213;19
Chimborazo;Chambo;Urbana;Total Urbana;5.462;231;93;139;15;1.993;1.370;51;339;1.067;153;11
Chimborazo;Chambo;Urbana;Asiste;1.894;;85;128;;899;288;5;93;389;6;1
Chimborazo;Chambo;Urbana;No asiste;3.568;231;8;11;15;1.094;1.082;46;246;678;147;10
Chimborazo;Chambo;Rural;Total Rural;7.969;779;135;214;73;3.748;1.849;54;380;662;66;9
Chimborazo;Chambo;Rural;Asiste;2.734;;114;196;3;1.414;475;18;171;343;;
Chimborazo;Chambo;Rural;No asiste;5.235;779;21;18;70;2.334;1.374;36;209;319;66;9
Chimborazo;Chunchi;Total Chunchi;Total Chunchi;10.635;1.370;218;249;111;5.396;2.264;63;148;729;81;6
Chimborazo;Chunchi;Total Chunchi;Asiste;3.432;;178;219;4;2.069;603;31;55;272;1;
Chimborazo;Chunchi;Total Chunchi;No asiste;7.203;1.370;40;30;107;3.327;1.661;32;93;457;80;6
Chimborazo;Chunchi;Urbana;Total Urbana;3.799;312;67;88;18;1.563;1.054;35;98;495;66;3
Chimborazo;Chunchi;Urbana;Asiste;1.256;;55;85;;677;238;16;36;149;;
Chimborazo;Chunchi;Urbana;No asiste;2.543;312;12;3;18;886;816;19;62;346;66;3
Chimborazo;Chunchi;Rural;Total Rural;6.836;1.058;151;161;93;3.833;1.210;28;50;234;15;3
Chimborazo;Chunchi;Rural;Asiste;2.176;;123;134;4;1.392;365;15;19;123;1;
Chimborazo;Chunchi;Rural;No asiste;4.660;1.058;28;27;89;2.441;845;13;31;111;14;3
Chimborazo;Guamote;Total Guamote;Total Guamote;35.769;5.205;808;876;1.654;17.136;8.276;84;359;1.311;55;5
Chimborazo;Guamote;Total Guamote;Asiste;12.459;;684;712;15;7.560;2.607;26;110;741;4;
Chimborazo;Guamote;Total Guamote;No asiste;23.310;5.205;124;164;1.639;9.576;5.669;58;249;570;51;5
Chimborazo;Guamote;Urbana;Total Urbana;3.076;275;45;80;8;1.246;852;7;122;404;36;1
Chimborazo;Guamote;Urbana;Asiste;1.078;;37;66;;604;191;4;25;150;1;
Chimborazo;Guamote;Urbana;No asiste;1.998;275;8;14;8;642;661;3;97;254;35;1
Chimborazo;Guamote;Rural;Total Rural;32.693;4.930;763;796;1.646;15.890;7.424;77;237;907;19;4
Chimborazo;Guamote;Rural;Asiste;11.381;;647;646;15;6.956;2.416;22;85;591;3;
Chimborazo;Guamote;Rural;No asiste;21.312;4.930;116;150;1.631;8.934;5.008;55;152;316;16;4
Chimborazo;Guano;Total Guano;Total Guano;48.327;3.532;949;1.116;215;21.722;11.737;127;1.758;6.299;789;83
Chimborazo;Guano;Total Guano;Asiste;16.353;;784;998;25;8.107;3.134;37;526;2.724;17;1
Chimborazo;Guano;Total Guano;No asiste;31.974;3.532;165;118;190;13.615;8.603;90;1.232;3.575;772;82
Chimborazo;Guano;Urbana;Total Urbana;9.136;467;91;223;11;3.569;2.199;38;354;1.937;215;32
Chimborazo;Guano;Urbana;Asiste;3.039;;80;205;2;1.342;568;6;80;754;2;
Chimborazo;Guano;Urbana;No asiste;6.097;467;11;18;9;2.227;1.631;32;274;1.183;213;32
Chimborazo;Guano;Rural;Total Rural;39.191;3.065;858;893;204;18.153;9.538;89;1.404;4.362;574;51
Chimborazo;Guano;Rural;Asiste;13.314;;704;793;23;6.765;2.566;31;446;1.970;15;1
Chimborazo;Guano;Rural;No asiste;25.877;3.065;154;100;181;11.388;6.972;58;958;2.392;559;50
Chimborazo;Pallatanga;Total Pallatanga;Total Pallatanga;11.796;1.404;244;219;182;5.714;3.000;31;166;766;67;3
Chimborazo;Pallatanga;Total Pallatanga;Asiste;3.799;;165;195;6;2.308;755;11;63;294;2;
Chimborazo;Pallatanga;Total Pallatanga;No asiste;7.997;1.404;79;24;176;3.406;2.245;20;103;472;65;3
Chimborazo;Pallatanga;Urbana;Total Urbana;4.266;414;78;88;17;1.869;1.192;17;95;455;38;3
Chimborazo;Pallatanga;Urbana;Asiste;1.428;;53;79;4;807;276;10;34;164;1;
Chimborazo;Pallatanga;Urbana;No asiste;2.838;414;25;9;13;1.062;916;7;61;291;37;3
Chimborazo;Pallatanga;Rural;Total Rural;7.530;990;166;131;165;3.845;1.808;14;71;311;29;
Chimborazo;Pallatanga;Rural;Asiste;2.371;;112;116;2;1.501;479;1;29;130;1;
Chimborazo;Pallatanga;Rural;No asiste;5.159;990;54;15;163;2.344;1.329;13;42;181;28;
Chimborazo;Penipe;Total Penipe;Total Penipe;6.748;554;107;119;24;3.254;1.751;21;190;655;64;9
Chimborazo;Penipe;Total Penipe;Asiste;1.936;;91;108;2;983;426;11;66;247;2;
Chimborazo;Penipe;Total Penipe;No asiste;4.812;554;16;11;22;2.271;1.325;10;124;408;62;9
Chimborazo;Penipe;Urbana;Total Urbana;1.417;155;23;29;2;531;414;2;39;197;24;1
Chimborazo;Penipe;Urbana;Asiste;475;;21;27;1;227;119;;18;62;;
Chimborazo;Penipe;Urbana;No asiste;942;155;2;2;1;304;295;2;21;135;24;1
Chimborazo;Penipe;Rural;Total Rural;5.331;399;84;90;22;2.723;1.337;19;151;458;40;8
Chimborazo;Penipe;Rural;Asiste;1.461;;70;81;1;756;307;11;48;185;2;
Chimborazo;Penipe;Rural;No asiste;3.870;399;14;9;21;1.967;1.030;8;103;273;38;8
Chimborazo;Cumandá;Total Cumandá;Total Cumandá;16.602;1.441;254;373;30;6.986;5.468;47;250;1.639;111;3
